kernel,C,gamma,degree,coef0,train_accuracy,val_accuracy,train_val_gap
rbf,0.05179474679231213,0.00035938136638046257,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.05179474679231213,0.001291549665014884,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.05179474679231213,0.004641588833612782,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.05179474679231213,0.016681005372000592,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.05179474679231213,0.05994842503189409,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.05179474679231213,0.21544346900318845,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.05179474679231213,0.7742636826811278,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.05179474679231213,2.782559402207126,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.05179474679231213,10.0,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.11787686347935872,scale,,,0.6880630630630631,0.6075268817204301,0.08053618134263296
rbf,0.11787686347935872,auto,,,0.6880630630630631,0.6075268817204301,0.08053618134263296
rbf,0.11787686347935872,0.0001,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.11787686347935872,0.00035938136638046257,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.11787686347935872,0.001291549665014884,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.11787686347935872,0.004641588833612782,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.11787686347935872,0.016681005372000592,,,0.6148648648648649,0.532258064516129,0.08260680034873591
rbf,0.11787686347935872,0.05994842503189409,,,0.6666666666666666,0.6021505376344086,0.06451612903225801
rbf,0.11787686347935872,0.21544346900318845,,,0.6621621621621622,0.478494623655914,0.18366753850624817
rbf,0.11787686347935872,0.7742636826811278,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.11787686347935872,2.782559402207126,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.11787686347935872,10.0,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.2682695795279726,scale,,,0.7376126126126126,0.6505376344086021,0.08707497820401044
rbf,0.2682695795279726,auto,,,0.7376126126126126,0.6505376344086021,0.08707497820401044
rbf,0.2682695795279726,0.0001,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.2682695795279726,0.00035938136638046257,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.2682695795279726,0.001291549665014884,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.2682695795279726,0.004641588833612782,,,0.6002252252252253,0.46774193548387094,0.13248328974135432
rbf,0.2682695795279726,0.016681005372000592,,,0.6497747747747747,0.5967741935483871,0.05300058122638762
rbf,0.2682695795279726,0.05994842503189409,,,0.7162162162162162,0.6559139784946236,0.0603022377215926
rbf,0.2682695795279726,0.21544346900318845,,,0.7533783783783784,0.5967741935483871,0.15660418482999128
rbf,0.2682695795279726,0.7742636826811278,,,0.6711711711711712,0.41935483870967744,0.25181633246149376
rbf,0.2682695795279726,2.782559402207126,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.2682695795279726,10.0,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.6105402296585329,scale,,,0.7511261261261262,0.6505376344086021,0.10058849171752404
rbf,0.6105402296585329,auto,,,0.7511261261261262,0.6505376344086021,0.10058849171752404
rbf,0.6105402296585329,0.0001,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.6105402296585329,0.00035938136638046257,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.6105402296585329,0.001291549665014884,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,0.6105402296585329,0.004641588833612782,,,0.6306306306306306,0.5698924731182796,0.06073815751235101
rbf,0.6105402296585329,0.016681005372000592,,,0.6914414414414415,0.6559139784946236,0.035527462946817856
rbf,0.6105402296585329,0.05994842503189409,,,0.7398648648648649,0.6559139784946236,0.08395088637024128
rbf,0.6105402296585329,0.21544346900318845,,,0.7927927927927928,0.6451612903225806,0.14763150247021217
rbf,0.6105402296585329,0.7742636826811278,,,0.8727477477477478,0.4731182795698925,0.3996294681778553
rbf,0.6105402296585329,2.782559402207126,,,0.9448198198198198,0.41397849462365593,0.5308413251961639
rbf,0.6105402296585329,10.0,,,0.9887387387387387,0.44086021505376344,0.5478785236849752
rbf,1.3894954943731375,scale,,,0.7713963963963963,0.6559139784946236,0.11548241790177272
rbf,1.3894954943731375,auto,,,0.7713963963963963,0.6559139784946236,0.11548241790177272
rbf,1.3894954943731375,0.0001,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,1.3894954943731375,0.00035938136638046257,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,1.3894954943731375,0.001291549665014884,,,0.6238738738738738,0.5483870967741935,0.07548677709968032
rbf,1.3894954943731375,0.004641588833612782,,,0.6587837837837838,0.6505376344086021,0.008246149375181644
rbf,1.3894954943731375,0.016681005372000592,,,0.7094594594594594,0.6559139784946236,0.0535454809648358
rbf,1.3894954943731375,0.05994842503189409,,,0.7556306306306306,0.6505376344086021,0.1050929962220285
rbf,1.3894954943731375,0.21544346900318845,,,0.8333333333333334,0.6290322580645161,0.20430107526881724
rbf,1.3894954943731375,0.7742636826811278,,,0.9256756756756757,0.5698924731182796,0.35578320255739604
rbf,1.3894954943731375,2.782559402207126,,,0.9887387387387387,0.41397849462365593,0.5747602441150828
rbf,1.3894954943731375,10.0,,,1.0,0.43010752688172044,0.5698924731182795
rbf,3.1622776601683795,scale,,,0.7972972972972973,0.6774193548387096,0.11987794245858763
rbf,3.1622776601683795,auto,,,0.7972972972972973,0.6774193548387096,0.11987794245858763
rbf,3.1622776601683795,0.0001,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,3.1622776601683795,0.00035938136638046257,,,0.5968468468468469,0.478494623655914,0.11835222319093286
rbf,3.1622776601683795,0.001291549665014884,,,0.6418918918918919,0.5860215053763441,0.055870386515547765
rbf,3.1622776601683795,0.004641588833612782,,,0.6914414414414415,0.6505376344086021,0.04090380703283936
rbf,3.1622776601683795,0.016681005372000592,,,0.7286036036036037,0.6559139784946236,0.07268962510898003
rbf,3.1622776601683795,0.05994842503189409,,,0.7815315315315315,0.6612903225806451,0.12024120895088641
rbf,3.1622776601683795,0.21544346900318845,,,0.8603603603603603,0.6182795698924731,0.24208079046788722
rbf,3.1622776601683795,0.7742636826811278,,,0.9650900900900901,0.6236559139784946,0.34143417611159543
rbf,3.1622776601683795,2.782559402207126,,,0.9977477477477478,0.41397849462365593,0.5837692531240919
rbf,3.1622776601683795,10.0,,,1.0,0.43010752688172044,0.5698924731182795
rbf,7.196856730011521,scale,,,0.8209459459459459,0.6559139784946236,0.16503196745132231
rbf,7.196856730011521,auto,,,0.8209459459459459,0.6559139784946236,0.16503196745132231
rbf,7.196856730011521,0.0001,,,0.5900900900900901,0.44086021505376344,0.14922987503632662
rbf,7.196856730011521,0.00035938136638046257,,,0.6238738738738738,0.5752688172043011,0.04860505666957271
rbf,7.196856730011521,0.001291549665014884,,,0.6666666666666666,0.6290322580645161,0.037634408602150504
rbf,7.196856730011521,0.004641588833612782,,,0.7004504504504504,0.6451612903225806,0.055289160127869774
rbf,7.196856730011521,0.016681005372000592,,,0.7421171171171171,0.6559139784946236,0.08620313862249351
rbf,7.196856730011521,0.05994842503189409,,,0.7984234234234234,0.6774193548387096,0.1210040685847138
rbf,7.196856730011521,0.21544346900318845,,,0.8851351351351351,0.6290322580645161,0.25610287707061896
rbf,7.196856730011521,0.7742636826811278,,,0.9819819819819819,0.6236559139784946,0.3583260680034873
rbf,7.196856730011521,2.782559402207126,,,1.0,0.41935483870967744,0.5806451612903225
rbf,7.196856730011521,10.0,,,1.0,0.43010752688172044,0.5698924731182795
rbf,16.378937069540648,scale,,,0.8434684684684685,0.6236559139784946,0.21981255448997383
rbf,16.378937069540648,auto,,,0.8434684684684685,0.6236559139784946,0.21981255448997383
rbf,16.378937069540648,0.0001,,,0.6137387387387387,0.553763440860215,0.05997529787852374
rbf,16.378937069540648,0.00035938136638046257,,,0.6475225225225225,0.6290322580645161,0.01849026445800639
rbf,16.378937069540648,0.001291549665014884,,,0.6914414414414415,0.6451612903225806,0.04628015111886086
rbf,16.378937069540648,0.004641588833612782,,,0.7072072072072072,0.6612903225806451,0.04591688462656207
rbf,16.378937069540648,0.016681005372000592,,,0.7522522522522522,0.6612903225806451,0.0909619296716071
rbf,16.378937069540648,0.05994842503189409,,,0.8119369369369369,0.6612903225806451,0.15064661435629179
rbf,16.378937069540648,0.21544346900318845,,,0.920045045045045,0.6774193548387096,0.2426256902063354
rbf,16.378937069540648,0.7742636826811278,,,0.9921171171171171,0.6182795698924731,0.373837547224644
rbf,16.378937069540648,2.782559402207126,,,1.0,0.41935483870967744,0.5806451612903225
rbf,16.378937069540648,10.0,,,1.0,0.43010752688172044,0.5698924731182795
rbf,37.27593720314942,scale,,,0.8671171171171171,0.6290322580645161,0.23808485905260102
rbf,37.27593720314942,auto,,,0.8671171171171171,0.6290322580645161,0.23808485905260102
rbf,37.27593720314942,0.0001,,,0.6385135135135135,0.5913978494623656,0.047115664051147865
rbf,37.27593720314942,0.00035938136638046257,,,0.6632882882882883,0.6397849462365591,0.023503342051729215
rbf,37.27593720314942,0.001291549665014884,,,0.6936936936936937,0.6290322580645161,0.06466143562917759
rbf,37.27593720314942,0.004641588833612782,,,0.7252252252252253,0.6666666666666666,0.05855855855855863
rbf,37.27593720314942,0.016681005372000592,,,0.7713963963963963,0.6774193548387096,0.09397704155768671
rbf,37.27593720314942,0.05994842503189409,,,0.8423423423423423,0.6290322580645161,0.21331008427782616
rbf,37.27593720314942,0.21544346900318845,,,0.9493243243243243,0.6720430107526881,0.2772813135716362
rbf,37.27593720314942,0.7742636826811278,,,0.9988738738738738,0.6182795698924731,0.3805943039814007
rbf,37.27593720314942,2.782559402207126,,,1.0,0.41935483870967744,0.5806451612903225
rbf,37.27593720314942,10.0,,,1.0,0.43010752688172044,0.5698924731182795
rbf,84.83428982440725,scale,,,0.902027027027027,0.6720430107526881,0.22998401627433884
rbf,84.83428982440725,auto,,,0.902027027027027,0.6720430107526881,0.22998401627433884
rbf,84.83428982440725,0.0001,,,0.6621621621621622,0.6344086021505376,0.027753560011624545
rbf,84.83428982440725,0.00035938136638046257,,,0.6858108108108109,0.6505376344086021,0.03527317640220873
rbf,84.83428982440725,0.001291549665014884,,,0.7015765765765766,0.6290322580645161,0.07254431851206045
rbf,84.83428982440725,0.004641588833612782,,,0.7364864864864865,0.6612903225806451,0.07519616390584138
rbf,84.83428982440725,0.016681005372000592,,,0.7792792792792793,0.6774193548387096,0.10185992444056968
rbf,84.83428982440725,0.05994842503189409,,,0.8581081081081081,0.6344086021505376,0.2236995059575705
rbf,84.83428982440725,0.21544346900318845,,,0.9752252252252253,0.6774193548387096,0.2978058703865156
rbf,84.83428982440725,0.7742636826811278,,,1.0,0.6021505376344086,0.3978494623655914
rbf,84.83428982440725,2.782559402207126,,,1.0,0.41935483870967744,0.5806451612903225
rbf,84.83428982440725,10.0,,,1.0,0.43010752688172044,0.5698924731182795
rbf,193.06977288832496,scale,,,0.9211711711711712,0.6344086021505376,0.2867625690206336
rbf,193.06977288832496,auto,,,0.9211711711711712,0.6344086021505376,0.2867625690206336
rbf,193.06977288832496,0.0001,,,0.6722972972972973,0.6451612903225806,0.02713600697471663
rbf,193.06977288832496,0.00035938136638046257,,,0.6880630630630631,0.6344086021505376,0.05365446091252546
rbf,193.06977288832496,0.001291549665014884,,,0.7117117117117117,0.6559139784946236,0.05579773321708803
rbf,193.06977288832496,0.004641588833612782,,,0.7466216216216216,0.6666666666666666,0.07995495495495497
rbf,193.06977288832496,0.016681005372000592,,,0.7972972972972973,0.6720430107526881,0.12525428654460913
rbf,193.06977288832496,0.05994842503189409,,,0.884009009009009,0.6559139784946236,0.2280950305143854
rbf,193.06977288832496,0.21544346900318845,,,0.9842342342342343,0.6774193548387096,0.30681487939552465
rbf,193.06977288832496,0.7742636826811278,,,1.0,0.6021505376344086,0.3978494623655914
rbf,193.06977288832496,2.782559402207126,,,1.0,0.41935483870967744,0.5806451612903225
rbf,193.06977288832496,10.0,,,1.0,0.43010752688172044,0.5698924731182795
rbf,439.3970560760795,scale,,,0.9448198198198198,0.6612903225806451,0.28352949723917464
rbf,439.3970560760795,auto,,,0.9448198198198198,0.6612903225806451,0.28352949723917464
rbf,439.3970560760795,0.0001,,,0.6835585585585585,0.6397849462365591,0.04377361232199939
rbf,439.3970560760795,0.00035938136638046257,,,0.6903153153153153,0.6344086021505376,0.05590671316477769
rbf,439.3970560760795,0.001291549665014884,,,0.7173423423423423,0.6612903225806451,0.05605201976169716
rbf,439.3970560760795,0.004641588833612782,,,0.7601351351351351,0.6559139784946236,0.10422115664051146
rbf,439.3970560760795,0.016681005372000592,,,0.8063063063063063,0.6881720430107527,0.11813426329555354
rbf,439.3970560760795,0.05994842503189409,,,0.9054054054054054,0.6559139784946236,0.24949142691078174
rbf,439.3970560760795,0.21544346900318845,,,0.9921171171171171,0.6881720430107527,0.3039450741063644
rbf,439.3970560760795,0.7742636826811278,,,1.0,0.6021505376344086,0.3978494623655914
rbf,439.3970560760795,2.782559402207126,,,1.0,0.41935483870967744,0.5806451612903225
rbf,439.3970560760795,10.0,,,1.0,0.43010752688172044,0.5698924731182795
rbf,1000.0,scale,,,0.8637387387387387,0.5967741935483871,0.2669645451903516
rbf,1000.0,auto,,,0.8637387387387387,0.5967741935483871,0.2669645451903516
rbf,1000.0,0.0001,,,0.6858108108108109,0.6236559139784946,0.06215489683231623
rbf,1000.0,0.00035938136638046257,,,0.7038288288288288,0.6397849462365591,0.06404388259226967
rbf,1000.0,0.001291549665014884,,,0.7331081081081081,0.6451612903225806,0.08794681778552749
rbf,1000.0,0.004641588833612782,,,0.7713963963963963,0.6612903225806451,0.11010607381575122
rbf,1000.0,0.016681005372000592,,,0.8265765765765766,0.6505376344086021,0.17603894216797444
rbf,1000.0,0.05994842503189409,,,0.8896396396396397,0.6344086021505376,0.25523103748910203
rbf,1000.0,0.21544346900318845,,,0.9977477477477478,0.6881720430107527,0.309575704736995
rbf,1000.0,0.7742636826811278,,,1.0,0.6021505376344086,0.3978494623655914
rbf,1000.0,2.782559402207126,,,1.0,0.41935483870967744,0.5806451612903225
rbf,1000.0,10.0,,,1.0,0.43010752688172044,0.5698924731182795
poly,0.01,scale,2.0,0.0,0.5912162162162162,0.44086021505376344,0.1503560011624528
poly,0.01,scale,2.0,1.0,0.6204954954954955,0.5268817204301075,0.09361377506538804
poly,0.01,auto,2.0,0.0,0.5912162162162162,0.44086021505376344,0.1503560011624528
poly,0.01,auto,2.0,1.0,0.6204954954954955,0.5268817204301075,0.09361377506538804
poly,0.021544346900318832,scale,2.0,0.0,0.5945945945945946,0.45161290322580644,0.1429816913687882
poly,0.021544346900318832,scale,2.0,1.0,0.6418918918918919,0.5591397849462365,0.08275210694565538
poly,0.021544346900318832,auto,2.0,0.0,0.5945945945945946,0.45161290322580644,0.1429816913687882
poly,0.021544346900318832,auto,2.0,1.0,0.6418918918918919,0.5591397849462365,0.08275210694565538
poly,0.046415888336127774,scale,2.0,0.0,0.6114864864864865,0.5053763440860215,0.10611014240046501
poly,0.046415888336127774,scale,2.0,1.0,0.6779279279279279,0.5913978494623656,0.08653007846556227
poly,0.046415888336127774,auto,2.0,0.0,0.6114864864864865,0.5053763440860215,0.10611014240046501
poly,0.046415888336127774,auto,2.0,1.0,0.6779279279279279,0.5913978494623656,0.08653007846556227
poly,0.1,scale,2.0,0.0,0.6407657657657657,0.543010752688172,0.09775501307759371
poly,0.1,scale,2.0,1.0,0.7105855855855856,0.6720430107526881,0.03854257483289747
poly,0.1,auto,2.0,0.0,0.6407657657657657,0.543010752688172,0.09775501307759371
poly,0.1,auto,2.0,1.0,0.7105855855855856,0.6720430107526881,0.03854257483289747
poly,0.21544346900318834,scale,2.0,0.0,0.6475225225225225,0.5913978494623656,0.05612467306015689
poly,0.21544346900318834,scale,2.0,1.0,0.7173423423423423,0.6612903225806451,0.05605201976169716
poly,0.21544346900318834,auto,2.0,0.0,0.6475225225225225,0.5913978494623656,0.05612467306015689
poly,0.21544346900318834,auto,2.0,1.0,0.7173423423423423,0.6612903225806451,0.05605201976169716
poly,0.46415888336127775,scale,2.0,0.0,0.670045045045045,0.5967741935483871,0.07327085149665791
poly,0.46415888336127775,scale,2.0,1.0,0.722972972972973,0.6236559139784946,0.0993170589944784
poly,0.46415888336127775,auto,2.0,0.0,0.670045045045045,0.5967741935483871,0.07327085149665791
poly,0.46415888336127775,auto,2.0,1.0,0.722972972972973,0.6236559139784946,0.0993170589944784
poly,1.0,scale,2.0,0.0,0.6846846846846847,0.6129032258064516,0.07178145887823306
poly,1.0,scale,2.0,1.0,0.7376126126126126,0.6397849462365591,0.09782766637605345
poly,1.0,auto,2.0,0.0,0.6846846846846847,0.6129032258064516,0.07178145887823306
poly,1.0,auto,2.0,1.0,0.7376126126126126,0.6397849462365591,0.09782766637605345
poly,2.154434690031882,scale,2.0,0.0,0.6936936936936937,0.6451612903225806,0.048532403371113086
poly,2.154434690031882,scale,2.0,1.0,0.7522522522522522,0.6397849462365591,0.1124673060156931
poly,2.154434690031882,auto,2.0,0.0,0.6936936936936937,0.6451612903225806,0.048532403371113086
poly,2.154434690031882,auto,2.0,1.0,0.7522522522522522,0.6397849462365591,0.1124673060156931
poly,4.6415888336127775,scale,2.0,0.0,0.7027027027027027,0.6236559139784946,0.07904678872420812
poly,4.6415888336127775,scale,2.0,1.0,0.7646396396396397,0.6397849462365591,0.12485469340308053
poly,4.6415888336127775,auto,2.0,0.0,0.7027027027027027,0.6236559139784946,0.07904678872420812
poly,4.6415888336127775,auto,2.0,1.0,0.7646396396396397,0.6397849462365591,0.12485469340308053
poly,10.0,scale,2.0,0.0,0.7038288288288288,0.6559139784946236,0.04791485033420517
poly,10.0,scale,2.0,1.0,0.7713963963963963,0.6344086021505376,0.13698779424585872
poly,10.0,auto,2.0,0.0,0.7038288288288288,0.6559139784946236,0.04791485033420517
poly,10.0,auto,2.0,1.0,0.7713963963963963,0.6344086021505376,0.13698779424585872
poly,21.54434690031882,scale,2.0,0.0,0.7083333333333334,0.6290322580645161,0.07930107526881724
poly,21.54434690031882,scale,2.0,1.0,0.7680180180180181,0.6397849462365591,0.12823307178145893
poly,21.54434690031882,auto,2.0,0.0,0.7083333333333334,0.6290322580645161,0.07930107526881724
poly,21.54434690031882,auto,2.0,1.0,0.7680180180180181,0.6397849462365591,0.12823307178145893
poly,46.41588833612777,scale,2.0,0.0,0.7083333333333334,0.6129032258064516,0.09543010752688175
poly,46.41588833612777,scale,2.0,1.0,0.7623873873873874,0.6720430107526881,0.0903443766346993
poly,46.41588833612777,auto,2.0,0.0,0.7083333333333334,0.6129032258064516,0.09543010752688175
poly,46.41588833612777,auto,2.0,1.0,0.7623873873873874,0.6720430107526881,0.0903443766346993
poly,100.0,scale,2.0,0.0,0.7027027027027027,0.6290322580645161,0.07367044463818662
poly,100.0,scale,2.0,1.0,0.6745495495495496,0.6182795698924731,0.056269979657076474
poly,100.0,auto,2.0,0.0,0.7027027027027027,0.6290322580645161,0.07367044463818662
poly,100.0,auto,2.0,1.0,0.6745495495495496,0.6182795698924731,0.056269979657076474
poly,215.44346900318823,scale,2.0,0.0,0.6306306306306306,0.6129032258064516,0.017727404824179005
poly,215.44346900318823,scale,2.0,1.0,0.5653153153153153,0.5053763440860215,0.059938971229293814
poly,215.44346900318823,auto,2.0,0.0,0.6306306306306306,0.6129032258064516,0.017727404824179005
poly,215.44346900318823,auto,2.0,1.0,0.5653153153153153,0.5053763440860215,0.059938971229293814
poly,464.1588833612773,scale,2.0,0.0,0.588963963963964,0.6290322580645161,-0.040068294100552126
poly,464.1588833612773,scale,2.0,1.0,0.49324324324324326,0.43548387096774194,0.05775937227550132
poly,464.1588833612773,auto,2.0,0.0,0.588963963963964,0.6290322580645161,-0.040068294100552126
poly,464.1588833612773,auto,2.0,1.0,0.49324324324324326,0.43548387096774194,0.05775937227550132
poly,1000.0,scale,2.0,0.0,0.5416666666666666,0.5860215053763441,-0.04435483870967749
poly,1000.0,scale,2.0,1.0,0.43018018018018017,0.532258064516129,-0.10207788433594883
poly,1000.0,auto,2.0,0.0,0.5416666666666666,0.5860215053763441,-0.04435483870967749
poly,1000.0,auto,2.0,1.0,0.43018018018018017,0.532258064516129,-0.10207788433594883
poly,0.01,scale,3.0,0.0,0.6069819819819819,0.5053763440860215,0.10160563789596044
poly,0.01,scale,3.0,1.0,0.6486486486486487,0.5645161290322581,0.08413251961639057
poly,0.01,auto,3.0,0.0,0.6069819819819819,0.5053763440860215,0.10160563789596044
poly,0.01,auto,3.0,1.0,0.6486486486486487,0.5645161290322581,0.08413251961639057
poly,0.021544346900318832,scale,3.0,0.0,0.6204954954954955,0.5268817204301075,0.09361377506538804
poly,0.021544346900318832,scale,3.0,1.0,0.6722972972972973,0.5913978494623656,0.08089944783493164
poly,0.021544346900318832,auto,3.0,0.0,0.6204954954954955,0.5268817204301075,0.09361377506538804
poly,0.021544346900318832,auto,3.0,1.0,0.6722972972972973,0.5913978494623656,0.08089944783493164
poly,0.046415888336127774,scale,3.0,0.0,0.634009009009009,0.5268817204301075,0.10712728857890153
poly,0.046415888336127774,scale,3.0,1.0,0.7173423423423423,0.6612903225806451,0.05605201976169716
poly,0.046415888336127774,auto,3.0,0.0,0.634009009009009,0.5268817204301075,0.10712728857890153
poly,0.046415888336127774,auto,3.0,1.0,0.7173423423423423,0.6612903225806451,0.05605201976169716
poly,0.1,scale,3.0,0.0,0.652027027027027,0.5376344086021505,0.11439261842487647
poly,0.1,scale,3.0,1.0,0.7263513513513513,0.6612903225806451,0.06506102877070619
poly,0.1,auto,3.0,0.0,0.652027027027027,0.5376344086021505,0.11439261842487647
poly,0.1,auto,3.0,1.0,0.7263513513513513,0.6612903225806451,0.06506102877070619
poly,0.21544346900318834,scale,3.0,0.0,0.6599099099099099,0.5591397849462365,0.10077012496367344
poly,0.21544346900318834,scale,3.0,1.0,0.740990990990991,0.6397849462365591,0.10120604475443185
poly,0.21544346900318834,auto,3.0,0.0,0.6599099099099099,0.5591397849462365,0.10077012496367344
poly,0.21544346900318834,auto,3.0,1.0,0.740990990990991,0.6397849462365591,0.10120604475443185
poly,0.46415888336127775,scale,3.0,0.0,0.6824324324324325,0.5698924731182796,0.11253995931415284
poly,0.46415888336127775,scale,3.0,1.0,0.7668918918918919,0.6451612903225806,0.12173060156931126
poly,0.46415888336127775,auto,3.0,0.0,0.6824324324324325,0.5698924731182796,0.11253995931415284
poly,0.46415888336127775,auto,3.0,1.0,0.7668918918918919,0.6451612903225806,0.12173060156931126
poly,1.0,scale,3.0,0.0,0.7150900900900901,0.6021505376344086,0.11293955245568144
poly,1.0,scale,3.0,1.0,0.786036036036036,0.6451612903225806,0.14087474571345537
poly,1.0,auto,3.0,0.0,0.7150900900900901,0.6021505376344086,0.11293955245568144
poly,1.0,auto,3.0,1.0,0.786036036036036,0.6451612903225806,0.14087474571345537
poly,2.154434690031882,scale,3.0,0.0,0.7387387387387387,0.6182795698924731,0.12045916884626562
poly,2.154434690031882,scale,3.0,1.0,0.7961711711711712,0.6666666666666666,0.12950450450450457
poly,2.154434690031882,auto,3.0,0.0,0.7387387387387387,0.6182795698924731,0.12045916884626562
poly,2.154434690031882,auto,3.0,1.0,0.7961711711711712,0.6666666666666666,0.12950450450450457
poly,4.6415888336127775,scale,3.0,0.0,0.75,0.6397849462365591,0.11021505376344087
poly,4.6415888336127775,scale,3.0,1.0,0.8130630630630631,0.6505376344086021,0.16252542865446096
