method,solver,degree,alpha,generalization,score
LogisticRegression,lbfgs,3,1.0,l2,0.884475806451613
LogisticRegression,lbfgs,4,1.0,l2,0.8973790322580646
LogisticRegression,lbfgs,1,1.0,,0.8649193548387097
LogisticRegression,lbfgs,2,1.0,,0.8909274193548388
LogisticRegression,lbfgs,3,1.0,,0.8780241935483872
LogisticRegression,lbfgs,4,1.0,,0.8909274193548388
LogisticRegression,lbfgs,1,0.5623413251903491,l2,0.852016129032258
LogisticRegression,lbfgs,2,0.5623413251903491,l2,0.884475806451613
LogisticRegression,lbfgs,3,0.5623413251903491,l2,0.8973790322580646
LogisticRegression,lbfgs,4,0.5623413251903491,l2,0.9038306451612904
LogisticRegression,lbfgs,1,0.5623413251903491,,0.8649193548387097
LogisticRegression,lbfgs,2,0.5623413251903491,,0.8909274193548388
LogisticRegression,lbfgs,3,0.5623413251903491,,0.8780241935483872
LogisticRegression,lbfgs,4,0.5623413251903491,,0.8909274193548388
LogisticRegression,lbfgs,1,0.31622776601683794,l2,0.8713709677419355
LogisticRegression,lbfgs,2,0.31622776601683794,l2,0.8780241935483872
LogisticRegression,lbfgs,3,0.31622776601683794,l2,0.9038306451612904
LogisticRegression,lbfgs,4,0.31622776601683794,l2,0.9038306451612904
LogisticRegression,lbfgs,1,0.31622776601683794,,0.8649193548387097
LogisticRegression,lbfgs,2,0.31622776601683794,,0.8909274193548388
LogisticRegression,lbfgs,3,0.31622776601683794,,0.8780241935483872
LogisticRegression,lbfgs,4,0.31622776601683794,,0.8909274193548388
LogisticRegression,lbfgs,1,0.17782794100389226,l2,0.8649193548387096
LogisticRegression,lbfgs,2,0.17782794100389226,l2,0.8715725806451614
LogisticRegression,lbfgs,3,0.17782794100389226,l2,0.9038306451612904
LogisticRegression,lbfgs,4,0.17782794100389226,l2,0.8909274193548388
LogisticRegression,lbfgs,1,0.17782794100389226,,0.8649193548387097
LogisticRegression,lbfgs,2,0.17782794100389226,,0.8909274193548388
LogisticRegression,lbfgs,3,0.17782794100389226,,0.8780241935483872
LogisticRegression,lbfgs,4,0.17782794100389226,,0.8909274193548388
LogisticRegression,lbfgs,1,0.1,l2,0.8649193548387096
LogisticRegression,lbfgs,2,0.1,l2,0.884475806451613
LogisticRegression,lbfgs,3,0.1,l2,0.9038306451612904
LogisticRegression,lbfgs,4,0.1,l2,0.8973790322580646
LogisticRegression,lbfgs,1,0.1,,0.8649193548387097
LogisticRegression,lbfgs,2,0.1,,0.8909274193548388
LogisticRegression,lbfgs,3,0.1,,0.8780241935483872
LogisticRegression,lbfgs,4,0.1,,0.8909274193548388
LogisticRegression,lbfgs,1,0.056234132519034905,l2,0.8713709677419356
LogisticRegression,lbfgs,2,0.056234132519034905,l2,0.9102822580645162
LogisticRegression,lbfgs,3,0.056234132519034905,l2,0.884475806451613
LogisticRegression,lbfgs,4,0.056234132519034905,l2,0.884475806451613
LogisticRegression,lbfgs,1,0.056234132519034905,,0.8649193548387097
LogisticRegression,lbfgs,2,0.056234132519034905,,0.8909274193548388
LogisticRegression,lbfgs,3,0.056234132519034905,,0.8780241935483872
LogisticRegression,lbfgs,4,0.056234132519034905,,0.8909274193548388
LogisticRegression,lbfgs,1,0.03162277660168379,l2,0.8713709677419356
LogisticRegression,lbfgs,2,0.03162277660168379,l2,0.9038306451612904
LogisticRegression,lbfgs,3,0.03162277660168379,l2,0.8909274193548388
LogisticRegression,lbfgs,4,0.03162277660168379,l2,0.8909274193548388
LogisticRegression,lbfgs,1,0.03162277660168379,,0.8649193548387097
LogisticRegression,lbfgs,2,0.03162277660168379,,0.8909274193548388
LogisticRegression,lbfgs,3,0.03162277660168379,,0.8780241935483872
LogisticRegression,lbfgs,4,0.03162277660168379,,0.8909274193548388
LogisticRegression,lbfgs,1,0.01778279410038923,l2,0.8713709677419356
LogisticRegression,lbfgs,2,0.01778279410038923,l2,0.9038306451612904
LogisticRegression,lbfgs,3,0.01778279410038923,l2,0.8909274193548388
LogisticRegression,lbfgs,4,0.01778279410038923,l2,0.8909274193548388
LogisticRegression,lbfgs,1,0.01778279410038923,,0.8649193548387097
LogisticRegression,lbfgs,2,0.01778279410038923,,0.8909274193548388
LogisticRegression,lbfgs,3,0.01778279410038923,,0.8780241935483872
LogisticRegression,lbfgs,4,0.01778279410038923,,0.8909274193548388
LogisticRegression,lbfgs,1,0.01,l2,0.8649193548387097
LogisticRegression,lbfgs,2,0.01,l2,0.8973790322580646
LogisticRegression,lbfgs,3,0.01,l2,0.8909274193548388
LogisticRegression,lbfgs,4,0.01,l2,0.8909274193548388
LogisticRegression,lbfgs,1,0.01,,0.8649193548387097
LogisticRegression,lbfgs,2,0.01,,0.8909274193548388
LogisticRegression,lbfgs,3,0.01,,0.8780241935483872
LogisticRegression,lbfgs,4,0.01,,0.8909274193548388
LogisticRegression,saga,1,10000.0,l1,0.7629032258064516
LogisticRegression,saga,2,10000.0,l1,0.7629032258064516
LogisticRegression,saga,3,10000.0,l1,0.7629032258064516
LogisticRegression,saga,4,10000.0,l1,0.7629032258064516
LogisticRegression,saga,1,10000.0,l2,0.7629032258064516
LogisticRegression,saga,2,10000.0,l2,0.7629032258064516
LogisticRegression,saga,3,10000.0,l2,0.7629032258064516
LogisticRegression,saga,4,10000.0,l2,0.6864919354838709
LogisticRegression,saga,1,10000.0,,0.8649193548387097
LogisticRegression,saga,2,10000.0,,0.8780241935483872
LogisticRegression,saga,3,10000.0,,0.890725806451613
LogisticRegression,saga,4,10000.0,,0.8715725806451614
LogisticRegression,saga,1,5623.413251903491,l1,0.7629032258064516
LogisticRegression,saga,2,5623.413251903491,l1,0.7629032258064516
LogisticRegression,saga,3,5623.413251903491,l1,0.7629032258064516
LogisticRegression,saga,4,5623.413251903491,l1,0.7629032258064516
LogisticRegression,saga,1,5623.413251903491,l2,0.7629032258064516
LogisticRegression,saga,2,5623.413251903491,l2,0.7629032258064516
LogisticRegression,saga,3,5623.413251903491,l2,0.7887096774193548
LogisticRegression,saga,4,5623.413251903491,l2,0.6987903225806451
LogisticRegression,saga,1,5623.413251903491,,0.8649193548387097
LogisticRegression,saga,2,5623.413251903491,,0.8780241935483872
LogisticRegression,saga,3,5623.413251903491,,0.890725806451613
LogisticRegression,saga,4,5623.413251903491,,0.8715725806451614
LogisticRegression,saga,1,3162.277660168379,l1,0.7629032258064516
LogisticRegression,saga,2,3162.277660168379,l1,0.7629032258064516
LogisticRegression,saga,3,3162.277660168379,l1,0.7629032258064516
LogisticRegression,saga,4,3162.277660168379,l1,0.7629032258064516
LogisticRegression,saga,1,3162.277660168379,l2,0.7629032258064516
LogisticRegression,saga,2,3162.277660168379,l2,0.7629032258064516
LogisticRegression,saga,3,3162.277660168379,l2,0.8010080645161292
LogisticRegression,saga,4,3162.277660168379,l2,0.7179435483870967
LogisticRegression,saga,1,3162.277660168379,,0.8649193548387097
LogisticRegression,saga,2,3162.277660168379,,0.8780241935483872
LogisticRegression,saga,3,3162.277660168379,,0.890725806451613
LogisticRegression,saga,4,3162.277660168379,,0.8715725806451614
LogisticRegression,saga,1,1778.2794100389228,l1,0.7629032258064516
LogisticRegression,saga,2,1778.2794100389228,l1,0.7629032258064516
LogisticRegression,saga,3,1778.2794100389228,l1,0.7629032258064516
LogisticRegression,saga,4,1778.2794100389228,l1,0.7629032258064516
LogisticRegression,saga,1,1778.2794100389228,l2,0.7629032258064516
LogisticRegression,saga,2,1778.2794100389228,l2,0.7629032258064516
LogisticRegression,saga,3,1778.2794100389228,l2,0.8653225806451614
LogisticRegression,saga,4,1778.2794100389228,l2,0.7239919354838709
LogisticRegression,saga,1,1778.2794100389228,,0.8649193548387097
LogisticRegression,saga,2,1778.2794100389228,,0.8780241935483872
LogisticRegression,saga,3,1778.2794100389228,,0.890725806451613
LogisticRegression,saga,4,1778.2794100389228,,0.8715725806451614
LogisticRegression,saga,1,1000.0,l1,0.7629032258064516
LogisticRegression,saga,2,1000.0,l1,0.7629032258064516
LogisticRegression,saga,3,1000.0,l1,0.7629032258064516
LogisticRegression,saga,4,1000.0,l1,0.7629032258064516
LogisticRegression,saga,1,1000.0,l2,0.7629032258064516
LogisticRegression,saga,2,1000.0,l2,0.7629032258064516
LogisticRegression,saga,3,1000.0,l2,0.8588709677419356
LogisticRegression,saga,4,1000.0,l2,0.7495967741935483
LogisticRegression,saga,1,1000.0,,0.8649193548387097
LogisticRegression,saga,2,1000.0,,0.8780241935483872
LogisticRegression,saga,3,1000.0,,0.890725806451613
LogisticRegression,saga,4,1000.0,,0.8715725806451614
LogisticRegression,saga,1,562.3413251903492,l1,0.7629032258064516
LogisticRegression,saga,2,562.3413251903492,l1,0.7629032258064516
LogisticRegression,saga,3,562.3413251903492,l1,0.7629032258064516
LogisticRegression,saga,4,562.3413251903492,l1,0.7629032258064516
LogisticRegression,saga,1,562.3413251903492,l2,0.7629032258064516
LogisticRegression,saga,2,562.3413251903492,l2,0.8205645161290323
LogisticRegression,saga,3,562.3413251903492,l2,0.8524193548387098
LogisticRegression,saga,4,562.3413251903492,l2,0.7883064516129032
LogisticRegression,saga,1,562.3413251903492,,0.8649193548387097
LogisticRegression,saga,2,562.3413251903492,,0.8780241935483872
LogisticRegression,saga,3,562.3413251903492,,0.890725806451613
LogisticRegression,saga,4,562.3413251903492,,0.8715725806451614
LogisticRegression,saga,1,316.2277660168379,l1,0.7629032258064516
LogisticRegression,saga,2,316.2277660168379,l1,0.7629032258064516
LogisticRegression,saga,3,316.2277660168379,l1,0.7629032258064516
LogisticRegression,saga,4,316.2277660168379,l1,0.7629032258064516
LogisticRegression,saga,1,316.2277660168379,l2,0.7629032258064516
LogisticRegression,saga,2,316.2277660168379,l2,0.8653225806451614
LogisticRegression,saga,3,316.2277660168379,l2,0.8717741935483871
LogisticRegression,saga,4,316.2277660168379,l2,0.801209677419355
LogisticRegression,saga,1,316.2277660168379,,0.8649193548387097
LogisticRegression,saga,2,316.2277660168379,,0.8780241935483872
LogisticRegression,saga,3,316.2277660168379,,0.890725806451613
LogisticRegression,saga,4,316.2277660168379,,0.8715725806451614
LogisticRegression,saga,1,177.82794100389228,l1,0.7629032258064516
LogisticRegression,saga,2,177.82794100389228,l1,0.7629032258064516
LogisticRegression,saga,3,177.82794100389228,l1,0.7629032258064516
LogisticRegression,saga,4,177.82794100389228,l1,0.7629032258064516
LogisticRegression,saga,1,177.82794100389228,l2,0.7629032258064516
LogisticRegression,saga,2,177.82794100389228,l2,0.8588709677419356
LogisticRegression,saga,3,177.82794100389228,l2,0.8846774193548388
LogisticRegression,saga,4,177.82794100389228,l2,0.8268145161290323
LogisticRegression,saga,1,177.82794100389228,,0.8649193548387097
LogisticRegression,saga,2,177.82794100389228,,0.8780241935483872
LogisticRegression,saga,3,177.82794100389228,,0.890725806451613
LogisticRegression,saga,4,177.82794100389228,,0.8715725806451614
LogisticRegression,saga,1,100.0,l1,0.7629032258064516
LogisticRegression,saga,2,100.0,l1,0.7629032258064516
LogisticRegression,saga,3,100.0,l1,0.7629032258064516
LogisticRegression,saga,4,100.0,l1,0.7629032258064516
LogisticRegression,saga,1,100.0,l2,0.8141129032258064
LogisticRegression,saga,2,100.0,l2,0.8717741935483871
LogisticRegression,saga,3,100.0,l2,0.8846774193548388
LogisticRegression,saga,4,100.0,l2,0.8778225806451614
LogisticRegression,saga,1,100.0,,0.8649193548387097
LogisticRegression,saga,2,100.0,,0.8780241935483872
LogisticRegression,saga,3,100.0,,0.890725806451613
LogisticRegression,saga,4,100.0,,0.8715725806451614
LogisticRegression,saga,1,56.2341325190349,l1,0.7629032258064516
LogisticRegression,saga,2,56.2341325190349,l1,0.7629032258064516
LogisticRegression,saga,3,56.2341325190349,l1,0.7629032258064516
LogisticRegression,saga,4,56.2341325190349,l1,0.7629032258064516
LogisticRegression,saga,1,56.2341325190349,l2,0.8653225806451614
LogisticRegression,saga,2,56.2341325190349,l2,0.878225806451613
LogisticRegression,saga,3,56.2341325190349,l2,0.8846774193548388
LogisticRegression,saga,4,56.2341325190349,l2,0.8778225806451614
LogisticRegression,saga,1,56.2341325190349,,0.8649193548387097
LogisticRegression,saga,2,56.2341325190349,,0.8780241935483872
LogisticRegression,saga,3,56.2341325190349,,0.890725806451613
LogisticRegression,saga,4,56.2341325190349,,0.8715725806451614
LogisticRegression,saga,1,31.622776601683796,l1,0.7629032258064516
LogisticRegression,saga,2,31.622776601683796,l1,0.7629032258064516
LogisticRegression,saga,3,31.622776601683796,l1,0.7629032258064516
LogisticRegression,saga,4,31.622776601683796,l1,0.7629032258064516
LogisticRegression,saga,1,31.622776601683796,l2,0.8653225806451614
LogisticRegression,saga,2,31.622776601683796,l2,0.8846774193548388
LogisticRegression,saga,3,31.622776601683796,l2,0.884475806451613
LogisticRegression,saga,4,31.622776601683796,l2,0.8780241935483872
LogisticRegression,saga,1,31.622776601683796,,0.8649193548387097
LogisticRegression,saga,2,31.622776601683796,,0.8780241935483872
LogisticRegression,saga,3,31.622776601683796,,0.890725806451613
LogisticRegression,saga,4,31.622776601683796,,0.8715725806451614
LogisticRegression,saga,1,17.78279410038923,l1,0.7629032258064516
LogisticRegression,saga,2,17.78279410038923,l1,0.7629032258064516
LogisticRegression,saga,3,17.78279410038923,l1,0.7758064516129032
LogisticRegression,saga,4,17.78279410038923,l1,0.8401209677419355
LogisticRegression,saga,1,17.78279410038923,l2,0.8588709677419356
LogisticRegression,saga,2,17.78279410038923,l2,0.878225806451613
LogisticRegression,saga,3,17.78279410038923,l2,0.8971774193548387
LogisticRegression,saga,4,17.78279410038923,l2,0.8715725806451614
LogisticRegression,saga,1,17.78279410038923,,0.8649193548387097
LogisticRegression,saga,2,17.78279410038923,,0.8780241935483872
LogisticRegression,saga,3,17.78279410038923,,0.890725806451613
LogisticRegression,saga,4,17.78279410038923,,0.8715725806451614
LogisticRegression,saga,1,10.0,l1,0.827016129032258
LogisticRegression,saga,2,10.0,l1,0.8588709677419354
LogisticRegression,saga,3,10.0,l1,0.8653225806451614
LogisticRegression,saga,4,10.0,l1,0.8588709677419356
LogisticRegression,saga,1,10.0,l2,0.8653225806451614
LogisticRegression,saga,2,10.0,l2,0.8715725806451614
LogisticRegression,saga,3,10.0,l2,0.9036290322580646
LogisticRegression,saga,4,10.0,l2,0.8651209677419356
LogisticRegression,saga,1,10.0,,0.8649193548387097
LogisticRegression,saga,2,10.0,,0.8780241935483872
LogisticRegression,saga,3,10.0,,0.890725806451613
LogisticRegression,saga,4,10.0,,0.8715725806451614
LogisticRegression,saga,1,5.62341325190349,l1,0.8588709677419356
LogisticRegression,saga,2,5.62341325190349,l1,0.8717741935483871
LogisticRegression,saga,3,5.62341325190349,l1,0.878225806451613
LogisticRegression,saga,4,5.62341325190349,l1,0.8653225806451614
LogisticRegression,saga,1,5.62341325190349,l2,0.8653225806451614
LogisticRegression,saga,2,5.62341325190349,l2,0.8778225806451614
LogisticRegression,saga,3,5.62341325190349,l2,0.9098790322580645
LogisticRegression,saga,4,5.62341325190349,l2,0.8651209677419356
LogisticRegression,saga,1,5.62341325190349,,0.8649193548387097
LogisticRegression,saga,2,5.62341325190349,,0.8780241935483872
LogisticRegression,saga,3,5.62341325190349,,0.890725806451613
LogisticRegression,saga,4,5.62341325190349,,0.8715725806451614
LogisticRegression,saga,1,3.162277660168379,l1,0.8524193548387098
LogisticRegression,saga,2,3.162277660168379,l1,0.8586693548387098
LogisticRegression,saga,3,3.162277660168379,l1,0.8911290322580646
LogisticRegression,saga,4,3.162277660168379,l1,0.8717741935483871
LogisticRegression,saga,1,3.162277660168379,l2,0.8717741935483871
LogisticRegression,saga,2,3.162277660168379,l2,0.8842741935483872
LogisticRegression,saga,3,3.162277660168379,l2,0.9036290322580646
LogisticRegression,saga,4,3.162277660168379,l2,0.8715725806451614
LogisticRegression,saga,1,3.162277660168379,,0.8649193548387097
LogisticRegression,saga,2,3.162277660168379,,0.8780241935483872
LogisticRegression,saga,3,3.162277660168379,,0.890725806451613
LogisticRegression,saga,4,3.162277660168379,,0.8715725806451614
LogisticRegression,saga,1,1.7782794100389228,l1,0.8586693548387098
LogisticRegression,saga,2,1.7782794100389228,l1,0.8780241935483872
LogisticRegression,saga,3,1.7782794100389228,l1,0.8973790322580646
LogisticRegression,saga,4,1.7782794100389228,l1,0.8840725806451614
LogisticRegression,saga,1,1.7782794100389228,l2,0.8780241935483872
LogisticRegression,saga,2,1.7782794100389228,l2,0.890725806451613
LogisticRegression,saga,3,1.7782794100389228,l2,0.9036290322580646
LogisticRegression,saga,4,1.7782794100389228,l2,0.8715725806451614
LogisticRegression,saga,1,1.7782794100389228,,0.8649193548387097
LogisticRegression,saga,2,1.7782794100389228,,0.8780241935483872
LogisticRegression,saga,3,1.7782794100389228,,0.890725806451613
LogisticRegression,saga,4,1.7782794100389228,,0.8715725806451614
LogisticRegression,saga,1,1.0,l1,0.8649193548387097
LogisticRegression,saga,2,1.0,l1,0.8842741935483872
LogisticRegression,saga,3,1.0,l1,0.9098790322580645
LogisticRegression,saga,4,1.0,l1,0.8778225806451614
LogisticRegression,saga,1,1.0,l2,0.858467741935484
LogisticRegression,saga,2,1.0,l2,0.890725806451613
LogisticRegression,saga,3,1.0,l2,0.8971774193548387
LogisticRegression,saga,4,1.0,l2,0.8715725806451614
LogisticRegression,saga,1,1.0,,0.8649193548387097
LogisticRegression,saga,2,1.0,,0.8780241935483872
LogisticRegression,saga,3,1.0,,0.890725806451613
LogisticRegression,saga,4,1.0,,0.8715725806451614
LogisticRegression,saga,1,0.5623413251903491,l1,0.852016129032258
LogisticRegression,saga,2,0.5623413251903491,l1,0.890725806451613
LogisticRegression,saga,3,0.5623413251903491,l1,0.9098790322580645
LogisticRegression,saga,4,0.5623413251903491,l1,0.8715725806451614
LogisticRegression,saga,1,0.5623413251903491,l2,0.852016129032258
LogisticRegression,saga,2,0.5623413251903491,l2,0.884475806451613
LogisticRegression,saga,3,0.5623413251903491,l2,0.890725806451613
LogisticRegression,saga,4,0.5623413251903491,l2,0.8715725806451614
LogisticRegression,saga,1,0.5623413251903491,,0.8649193548387097
LogisticRegression,saga,2,0.5623413251903491,,0.8780241935483872
LogisticRegression,saga,3,0.5623413251903491,,0.890725806451613
LogisticRegression,saga,4,0.5623413251903491,,0.8715725806451614
LogisticRegression,saga,1,0.31622776601683794,l1,0.8649193548387096
LogisticRegression,saga,2,0.31622776601683794,l1,0.890725806451613
LogisticRegression,saga,3,0.31622776601683794,l1,0.9100806451612904
LogisticRegression,saga,4,0.31622776601683794,l1,0.8715725806451614
LogisticRegression,saga,1,0.31622776601683794,l2,0.8713709677419355
LogisticRegression,saga,2,0.31622776601683794,l2,0.884475806451613
LogisticRegression,saga,3,0.31622776601683794,l2,0.890725806451613
LogisticRegression,saga,4,0.31622776601683794,l2,0.8715725806451614
LogisticRegression,saga,1,0.31622776601683794,,0.8649193548387097
LogisticRegression,saga,2,0.31622776601683794,,0.8780241935483872
